"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"APOL1",20.0700661148537,0.528100622380568,0.304376969393904,0.0306011522915574,0.0548093905895321
"APOL2",1069.09583930685,0.497713200032321,0.0839887817416678,1.58746930161529e-09,9.87528186596306e-09
"APOL3",10.863891795672,0.374966859407072,0.377382104819949,0.148015481378544,0.215414324870303
"APOL6",83.0277272612065,-0.12334243452542,0.153467647594793,0.388918962209347,0.484241449952996
"APOLD1",208.177768264523,-0.210496344739707,0.142815545420512,0.119674318329525,0.179407343878437
"APOM",32.5823034988554,-0.0639381516576753,0.217819172366108,0.737273101180617,0.798543312199579
"APOO",760.153999174073,-0.382259242343793,0.0932620445803246,2.69456005436345e-05,9.24769329983586e-05
"APOOL",1276.79346033902,0.217414066011647,0.0952446430808083,0.0188057676034799,0.0358252249312291
"APP",13785.6262436773,0.505560497997827,0.0480024756760837,1.55275595324485e-26,4.0185057502431e-25
"APP-DT",12.1335331424844,-0.0469644678738196,0.31435893679469,0.837262358872781,0.879511995355009
"APPAT",154.362966991232,0.126660816047649,0.18352158255015,0.448665325256229,0.542500884558865
"APPBP2",1406.94307560337,0.209907350779937,0.0870002713279926,0.013169390857722,0.026062168320336
"APPBP2-DT",7.45688425099573,-0.170109991487974,0.388473127671217,0.453442648966908,0.547034179380551
"APPL1",1283.31735738536,0.670337334364809,0.0894124485342718,2.19042591259686e-14,2.32950057371412e-13
"APPL2",322.261067003968,-0.0418345111239147,0.0898592248376341,0.649392891659418,0.72509445189916
"APRG1",21.6937894076805,2.32974112751156,0.329967602237971,1.40740142709425e-13,1.37398228905208e-12
"APRT",826.64430926161,-0.559123334818451,0.114826345295605,4.80313786319052e-07,2.13485906499058e-06
"APTR",219.45485496278,0.00978865939025954,0.121377792565415,0.930527173237673,0.9499470266817
"APTX",650.573080814213,-0.110478319283196,0.0821133247165774,0.168567857023629,0.240792208903778
"AQP1",22305.3967157544,1.38160111046901,0.0921893183363819,1.59164966126091e-51,1.42539318674306e-49
"AQP10",212.208698195067,-0.399461731114757,0.106637628383291,0.000109461819946762,0.000338779182692375
